index,row_id,region,crop,year,trend_residual_z,is_low_yield_anomaly,predicted_residual_z,prediction_seed_sd,anomaly_risk,queue_rank,gate_a_status,gate_b1_status,explanation_available,decision,reason_code
61,Barley|Washington|2021|spring,Washington,Barley,2021,-3.124975939944646,True,-0.3420267030095526,,0.3420267030095526,1,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
111,Canola|Washington|2021|spring,Washington,Canola,2021,12.051118041952996,False,-0.3420267030095526,,0.3420267030095526,2,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
222,Wheat|Colorado|2018|winter,Colorado,Wheat,2018,0.3437708957725915,False,-0.3137909479700966,,0.3137909479700966,3,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
245,Wheat|Kansas|2018|winter,Kansas,Wheat,2018,-0.0928771427925751,False,-0.3011713248611151,,0.3011713248611151,4,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
115,Canola|Washington|2025|spring,Washington,Canola,2025,24.01117298340947,False,-0.2979524516738077,,0.2979524516738077,5,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
65,Barley|Washington|2025|spring,Washington,Barley,2025,-1.9718753392853352,True,-0.2979524516738077,,0.2979524516738077,6,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
246,Wheat|Kansas|2019|winter,Kansas,Wheat,2019,2.192411835507588,False,-0.2843767480777086,,0.2843767480777086,7,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
221,Wheat|Colorado|2017|winter,Colorado,Wheat,2017,1.528629505316348,False,-0.2717084722934525,,0.2717084722934525,8,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
279,Wheat|Nebraska|2022|winter,Nebraska,Wheat,2022,-2.9740834522005,True,-0.2598241064240931,,0.2598241064240931,9,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
229,Wheat|Colorado|2025|winter,Colorado,Wheat,2025,0.6231598207303576,False,-0.253784311823369,,0.253784311823369,10,FAIL,FAIL,False,ABSTAIN,GATE_A_FAIL;GATE_B1_FAIL
